year,block,type,treatment,cover_pct,ppt_6mo_prior,ppt_cm_aprmay,ppt_cm_julaug,ppt_cm_gs,ppt_cm_wy,blk_bare,bg_mean_2011,Bare_2011,Herbaceous_2011,Shrub_2011,upwind_bsne,downwind_bsne,accum_bsne,rel_bsne,area_avg_cm2,vert_acc_2017,pg_2017,initial_cover,control_cover,cover_pct_delta,cover_pct_d_yearly,Annual Grasses_t0,Forb_live_t0,Litter_t0,Perennial Grasses - Alive_t0,Annual Grasses_t-1,Forb_live_t-1,Litter_t-1,Perennial Grasses - Alive_t-1
2014,1,Litter,plant-scale,22.2,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.4069543707409446,0.3484424450901103,0.05851192565083466,-0.36813834740335505,NA,143.9505234968026,2.6,3.4,8.9,18.8,13.299999999999999,6.5,0,22.2,0,0,0,5,0
2014,1,Litter,patch-scale,35.6,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.3647174230547152,0.348843828806214,0.01587359424850127,-0.5802862286167838,1092.4286913712401,143.9505234968026,5.84,3.4,8.9,32.2,26.700000000000003,2.1,0,35.6,0,0,0.1,12.1,0
2014,1,Litter,plant- & patch-scale,27.1,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.7970382747780282,0.319329585013419,0.47770868976460923,1.423704806149454,1027.713526271705,143.9505234968026,5.82,3.4,8.9,23.700000000000003,18.200000000000003,7.4,0,27.1,0,0,0,11.5,0
2014,1,Perennial Grasses - Alive,control,0,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.5585841716898562,1.298367996545236,-0.739783824855379,-5.2750634742647105,NA,143.9505234968026,0.1,0,0,0,0,1.2,0.2,8.9,0,0,0,3.4,0
2014,1,Perennial Grasses - Alive,plant-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.4069543707409446,0.3484424450901103,0.05851192565083466,-0.36813834740335505,NA,143.9505234968026,2.6,0,0,0,0,6.5,0,22.2,0,0,0,5,0
2014,1,Perennial Grasses - Alive,patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.3647174230547152,0.348843828806214,0.01587359424850127,-0.5802862286167838,1092.4286913712401,143.9505234968026,5.84,0,0,0,0,2.1,0,35.6,0,0,0.1,12.1,0
2014,1,Perennial Grasses - Alive,plant- & patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,11,0.17,0.437855608,0.498798837,0.063345556,0.7970382747780282,0.319329585013419,0.47770868976460923,1.423704806149454,1027.713526271705,143.9505234968026,5.82,0,0,0,0,7.4,0,27.1,0,0,0,11.5,0
2014,2,Annual Grasses,control,0.4,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,1.0795466324428367,0.6535479466023634,0.4259986858404726,0.219352542562492,NA,196.77020882514057,0.1,0,0.4,0.4,0,0.4,0,5,0,0,0,0.6,0
2014,2,Annual Grasses,plant-scale,11,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5573222043144899,0.39635898593617747,0.1609632183783123,1.4564634418419447,NA,196.77020882514057,3.41,0,0.4,11,10.6,11,0,20.4,0,0.1,0,2.7,0
2014,2,Annual Grasses,patch-scale,3.2,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5006682507208169,0.2518265819368397,0.2488416687839771,1.7859270661287365,1241.8999633318183,196.77020882514057,3.77,0,0.4,3.2,2.8000000000000003,3.2,0,31.3,0,0,0,9.2,0
2014,2,Annual Grasses,plant- & patch-scale,7.4,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.3015385696359014,0.3173285099906898,-0.01578994035478899,-1.0900171441400495,1237.572526917647,196.77020882514057,30.77,0,0.4,7.4,7,7.4,0,54.7,0,0,0,10.9,0
2014,2,Forb_live,control,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,1.0795466324428367,0.6535479466023634,0.4259986858404726,0.219352542562492,NA,196.77020882514057,0.1,0,0,0,0,0.4,0,5,0,0,0,0.6,0
2014,2,Forb_live,plant-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5573222043144899,0.39635898593617747,0.1609632183783123,1.4564634418419447,NA,196.77020882514057,3.41,0,0,0,0,11,0,20.4,0,0.1,0,2.7,0
2014,2,Forb_live,patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5006682507208169,0.2518265819368397,0.2488416687839771,1.7859270661287365,1241.8999633318183,196.77020882514057,3.77,0,0,0,0,3.2,0,31.3,0,0,0,9.2,0
2014,2,Forb_live,plant- & patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.3015385696359014,0.3173285099906898,-0.01578994035478899,-1.0900171441400495,1237.572526917647,196.77020882514057,30.77,0,0,0,0,7.4,0,54.7,0,0,0,10.9,0
2014,2,Litter,control,5,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,1.0795466324428367,0.6535479466023634,0.4259986858404726,0.219352542562492,NA,196.77020882514057,0.1,0.6,5,4.4,0,0.4,0,5,0,0,0,0.6,0
2014,2,Litter,plant-scale,20.4,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5573222043144899,0.39635898593617747,0.1609632183783123,1.4564634418419447,NA,196.77020882514057,3.41,0.6,5,19.799999999999997,15.399999999999999,11,0,20.4,0,0.1,0,2.7,0
2014,2,Litter,patch-scale,31.3,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5006682507208169,0.2518265819368397,0.2488416687839771,1.7859270661287365,1241.8999633318183,196.77020882514057,3.77,0.6,5,30.7,26.3,3.2,0,31.3,0,0,0,9.2,0
2014,2,Litter,plant- & patch-scale,54.7,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.3015385696359014,0.3173285099906898,-0.01578994035478899,-1.0900171441400495,1237.572526917647,196.77020882514057,30.77,0.6,5,54.1,49.7,7.4,0,54.7,0,0,0,10.9,0
2014,2,Perennial Grasses - Alive,control,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,1.0795466324428367,0.6535479466023634,0.4259986858404726,0.219352542562492,NA,196.77020882514057,0.1,0,0,0,0,0.4,0,5,0,0,0,0.6,0
2014,2,Perennial Grasses - Alive,plant-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5573222043144899,0.39635898593617747,0.1609632183783123,1.4564634418419447,NA,196.77020882514057,3.41,0,0,0,0,11,0,20.4,0,0.1,0,2.7,0
2014,2,Perennial Grasses - Alive,patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.5006682507208169,0.2518265819368397,0.2488416687839771,1.7859270661287365,1241.8999633318183,196.77020882514057,3.77,0,0,0,0,3.2,0,31.3,0,0,0,9.2,0
2014,2,Perennial Grasses - Alive,plant- & patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,6,0.17,0.251907158,0.652166856,0.095925986,0.3015385696359014,0.3173285099906898,-0.01578994035478899,-1.0900171441400495,1237.572526917647,196.77020882514057,30.77,0,0,0,0,7.4,0,54.7,0,0,0,10.9,0
2014,3,Annual Grasses,control,2,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.3221840741762163,0.3183020761364494,0.0038819980397671447,-3.4349430890289896,NA,150.60256014219692,0,0,2,2,0,2,0,14,0,0,0,2.4,0
2014,3,Annual Grasses,plant-scale,5,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.371572720346012,0.2383073450431339,0.13326537530287869,1.2239137841329721,NA,150.60256014219692,0.7,0,2,5,3,5,0,30.9,0,0,0,0.7,0
2014,3,Annual Grasses,patch-scale,5,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.24195168605339312,0.0701548055152862,0.171796880538107,1.7846051255017645,1012.1422556155454,150.60256014219692,13.56,0,2,5,3,5,0,44,0,0,0,9.6,0
2014,3,Annual Grasses,plant- & patch-scale,3.6,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.05906366355104732,0.31445719299001834,-0.25539352943897087,-13.48204369548209,978.07656428,150.60256014219692,19.45,0,2,3.6,1.6,3.6,1,48.8,0,0,0,5.333333333,0
2014,3,Forb_live,control,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.3221840741762163,0.3183020761364494,0.0038819980397671447,-3.4349430890289896,NA,150.60256014219692,0,0,0,0,0,2,0,14,0,0,0,2.4,0
2014,3,Forb_live,plant-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.371572720346012,0.2383073450431339,0.13326537530287869,1.2239137841329721,NA,150.60256014219692,0.7,0,0,0,0,5,0,30.9,0,0,0,0.7,0
2014,3,Forb_live,patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.24195168605339312,0.0701548055152862,0.171796880538107,1.7846051255017645,1012.1422556155454,150.60256014219692,13.56,0,0,0,0,5,0,44,0,0,0,9.6,0
2014,3,Forb_live,plant- & patch-scale,1,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.05906366355104732,0.31445719299001834,-0.25539352943897087,-13.48204369548209,978.07656428,150.60256014219692,19.45,0,0,1,1,3.6,1,48.8,0,0,0,5.333333333,0
2014,3,Litter,control,14,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.3221840741762163,0.3183020761364494,0.0038819980397671447,-3.4349430890289896,NA,150.60256014219692,0,2.4,14,11.6,0,2,0,14,0,0,0,2.4,0
2014,3,Litter,plant-scale,30.9,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.371572720346012,0.2383073450431339,0.13326537530287869,1.2239137841329721,NA,150.60256014219692,0.7,2.4,14,28.5,16.9,5,0,30.9,0,0,0,0.7,0
2014,3,Litter,patch-scale,44,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.24195168605339312,0.0701548055152862,0.171796880538107,1.7846051255017645,1012.1422556155454,150.60256014219692,13.56,2.4,14,41.6,30,5,0,44,0,0,0,9.6,0
2014,3,Litter,plant- & patch-scale,48.8,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.05906366355104732,0.31445719299001834,-0.25539352943897087,-13.48204369548209,978.07656428,150.60256014219692,19.45,2.4,14,46.4,34.8,3.6,1,48.8,0,0,0,5.333333333,0
2014,3,Perennial Grasses - Alive,control,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.3221840741762163,0.3183020761364494,0.0038819980397671447,-3.4349430890289896,NA,150.60256014219692,0,0,0,0,0,2,0,14,0,0,0,2.4,0
2014,3,Perennial Grasses - Alive,plant-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.371572720346012,0.2383073450431339,0.13326537530287869,1.2239137841329721,NA,150.60256014219692,0.7,0,0,0,0,5,0,30.9,0,0,0,0.7,0
2014,3,Perennial Grasses - Alive,patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.24195168605339312,0.0701548055152862,0.171796880538107,1.7846051255017645,1012.1422556155454,150.60256014219692,13.56,0,0,0,0,5,0,44,0,0,0,9.6,0
2014,3,Perennial Grasses - Alive,plant- & patch-scale,0,23.0632,0,10.210799999999999,5.0546,21.0312,5,0.17,0.143454185,0.77327343,0.083272385,0.05906366355104732,0.31445719299001834,-0.25539352943897087,-13.48204369548209,978.07656428,150.60256014219692,19.45,0,0,0,0,3.6,1,48.8,0,0,0,5.333333333,0
2014,4,Annual Grasses,control,5.4,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.2900774509927817,0.16492260103712097,0.12515484995566142,1.845727560076817,NA,148.18270974080656,0,0,5.4,5.4,0,5.4,0,8,0,0,0,5.4,0
2014,4,Annual Grasses,plant-scale,5.9,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.1384254425012821,0.15409811713701715,-0.01567267463573509,-0.3767747583618404,NA,148.18270974080656,0.91,0,5.4,5.9,0.5,5.9,0,56.1,0,0,0,19.5,0
2014,4,Annual Grasses,patch-scale,1.5,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.3728859660891573,0.3227146030532506,0.05017136303590735,0.06577465282598798,1096.3163143869565,148.18270974080656,5.67,0,5.4,1.5,-3.9000000000000004,1.5,0.1,34.2,0,0,0,7,0
2014,4,Annual Grasses,plant- & patch-scale,7.8,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.4289140268162283,0.44711683226812277,-0.018202805451894385,-0.3207114500854954,1148.5060001846155,148.18270974080656,30.5,0,5.4,7.8,2.3999999999999995,7.8,0,43.7,0,0,0,9.9,0
2014,4,Forb_live,control,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.2900774509927817,0.16492260103712097,0.12515484995566142,1.845727560076817,NA,148.18270974080656,0,0,0,0,0,5.4,0,8,0,0,0,5.4,0
2014,4,Forb_live,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.1384254425012821,0.15409811713701715,-0.01567267463573509,-0.3767747583618404,NA,148.18270974080656,0.91,0,0,0,0,5.9,0,56.1,0,0,0,19.5,0
2014,4,Forb_live,patch-scale,0.1,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.3728859660891573,0.3227146030532506,0.05017136303590735,0.06577465282598798,1096.3163143869565,148.18270974080656,5.67,0,0,0.1,0.1,1.5,0.1,34.2,0,0,0,7,0
2014,4,Forb_live,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.4289140268162283,0.44711683226812277,-0.018202805451894385,-0.3207114500854954,1148.5060001846155,148.18270974080656,30.5,0,0,0,0,7.8,0,43.7,0,0,0,9.9,0
2014,4,Litter,control,8,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.2900774509927817,0.16492260103712097,0.12515484995566142,1.845727560076817,NA,148.18270974080656,0,5.4,8,2.5999999999999996,0,5.4,0,8,0,0,0,5.4,0
2014,4,Litter,plant-scale,56.1,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.1384254425012821,0.15409811713701715,-0.01567267463573509,-0.3767747583618404,NA,148.18270974080656,0.91,5.4,8,50.7,48.1,5.9,0,56.1,0,0,0,19.5,0
2014,4,Litter,patch-scale,34.2,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.3728859660891573,0.3227146030532506,0.05017136303590735,0.06577465282598798,1096.3163143869565,148.18270974080656,5.67,5.4,8,28.800000000000004,26.200000000000003,1.5,0.1,34.2,0,0,0,7,0
2014,4,Litter,plant- & patch-scale,43.7,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.4289140268162283,0.44711683226812277,-0.018202805451894385,-0.3207114500854954,1148.5060001846155,148.18270974080656,30.5,5.4,8,38.300000000000004,35.7,7.8,0,43.7,0,0,0,9.9,0
2014,4,Perennial Grasses - Alive,control,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.2900774509927817,0.16492260103712097,0.12515484995566142,1.845727560076817,NA,148.18270974080656,0,0,0,0,0,5.4,0,8,0,0,0,5.4,0
2014,4,Perennial Grasses - Alive,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.1384254425012821,0.15409811713701715,-0.01567267463573509,-0.3767747583618404,NA,148.18270974080656,0.91,0,0,0,0,5.9,0,56.1,0,0,0,19.5,0
2014,4,Perennial Grasses - Alive,patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.3728859660891573,0.3227146030532506,0.05017136303590735,0.06577465282598798,1096.3163143869565,148.18270974080656,5.67,0,0,0,0,1.5,0.1,34.2,0,0,0,7,0
2014,4,Perennial Grasses - Alive,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,3,0.17,0.12173602,0.820078693,0.058185287,0.4289140268162283,0.44711683226812277,-0.018202805451894385,-0.3207114500854954,1148.5060001846155,148.18270974080656,30.5,0,0,0,0,7.8,0,43.7,0,0,0,9.9,0
2014,5,Annual Grasses,control,4.3,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2850241467733533,0.29437581116045275,-0.0093516643871,0.7901282198643683,NA,165.13248860642875,0.1,0,4.3,4.3,0,4.3,0,28.5,0,0,0,13.2,0
2014,5,Annual Grasses,plant-scale,3.4,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.24922600870943618,0.219750689234315,0.02947531947512059,-0.669081090073629,NA,165.13248860642875,1.222222222,0,4.3,3.4,-0.8999999999999999,3.4,0,40.7,0,0,0,6,0
2014,5,Annual Grasses,patch-scale,5.9,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2810589743481287,0.2501903939576202,0.03086858039050837,1.0756814604488873,1191.672835642857,165.13248860642875,0.75,0,4.3,5.9,1.6000000000000005,5.9,0,50.1,0,0,0,9.8,0
2014,5,Annual Grasses,plant- & patch-scale,4.9,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2668568531239382,0.3831278803536486,-0.1162710272297093,-6.966683957934199,1144.8203159633333,165.13248860642875,7.65,0,4.3,4.9,0.6000000000000005,4.9,0,58,0,0,0,9.6,0
2014,5,Forb_live,control,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2850241467733533,0.29437581116045275,-0.0093516643871,0.7901282198643683,NA,165.13248860642875,0.1,0,0,0,0,4.3,0,28.5,0,0,0,13.2,0
2014,5,Forb_live,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.24922600870943618,0.219750689234315,0.02947531947512059,-0.669081090073629,NA,165.13248860642875,1.222222222,0,0,0,0,3.4,0,40.7,0,0,0,6,0
2014,5,Forb_live,patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2810589743481287,0.2501903939576202,0.03086858039050837,1.0756814604488873,1191.672835642857,165.13248860642875,0.75,0,0,0,0,5.9,0,50.1,0,0,0,9.8,0
2014,5,Forb_live,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2668568531239382,0.3831278803536486,-0.1162710272297093,-6.966683957934199,1144.8203159633333,165.13248860642875,7.65,0,0,0,0,4.9,0,58,0,0,0,9.6,0
2014,5,Litter,control,28.5,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2850241467733533,0.29437581116045275,-0.0093516643871,0.7901282198643683,NA,165.13248860642875,0.1,13.2,28.5,15.3,0,4.3,0,28.5,0,0,0,13.2,0
2014,5,Litter,plant-scale,40.7,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.24922600870943618,0.219750689234315,0.02947531947512059,-0.669081090073629,NA,165.13248860642875,1.222222222,13.2,28.5,27.500000000000004,12.200000000000003,3.4,0,40.7,0,0,0,6,0
2014,5,Litter,patch-scale,50.1,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2810589743481287,0.2501903939576202,0.03086858039050837,1.0756814604488873,1191.672835642857,165.13248860642875,0.75,13.2,28.5,36.900000000000006,21.6,5.9,0,50.1,0,0,0,9.8,0
2014,5,Litter,plant- & patch-scale,58,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2668568531239382,0.3831278803536486,-0.1162710272297093,-6.966683957934199,1144.8203159633333,165.13248860642875,7.65,13.2,28.5,44.8,29.5,4.9,0,58,0,0,0,9.6,0
2014,5,Perennial Grasses - Alive,control,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2850241467733533,0.29437581116045275,-0.0093516643871,0.7901282198643683,NA,165.13248860642875,0.1,0,0,0,0,4.3,0,28.5,0,0,0,13.2,0
2014,5,Perennial Grasses - Alive,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.24922600870943618,0.219750689234315,0.02947531947512059,-0.669081090073629,NA,165.13248860642875,1.222222222,0,0,0,0,3.4,0,40.7,0,0,0,6,0
2014,5,Perennial Grasses - Alive,patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2810589743481287,0.2501903939576202,0.03086858039050837,1.0756814604488873,1191.672835642857,165.13248860642875,0.75,0,0,0,0,5.9,0,50.1,0,0,0,9.8,0
2014,5,Perennial Grasses - Alive,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,2,0.795,0.090424673,0.892620701,0.016954626,0.2668568531239382,0.3831278803536486,-0.1162710272297093,-6.966683957934199,1144.8203159633333,165.13248860642875,7.65,0,0,0,0,4.9,0,58,0,0,0,9.6,0
2014,6,Annual Grasses,control,2.2,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.2310553431398362,0.1901760993347012,0.040879243805134954,0.14109450801544066,NA,150.36767450474997,0.3,0,2.2,2.2,0,2.2,0,25,0,0,0,9.1,0
2014,6,Annual Grasses,plant-scale,4.5,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5016296328606266,0.46884704073558287,0.03278259212504399,0.19548756422161012,NA,150.36767450474997,0,0,2.2,4.5,2.3,4.5,0,34.6,0,0,0,4.7,0
2014,6,Annual Grasses,patch-scale,1.3,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.3442776752939836,0.217597916574372,0.1266797587196115,-0.20495673704669995,1250.5496206363637,150.36767450474997,1.92,0,2.2,1.3,-0.9000000000000001,1.3,0,31,0,0,0,2.8,0
2014,6,Annual Grasses,plant- & patch-scale,9.6,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5298988651366436,0.2951249231983929,0.23477394193825074,-18.88543300121167,1124.7192931387096,150.36767450474997,13.49,0,2.2,9.6,7.3999999999999995,9.6,0,41.6,0,0,0,4.5,0
2014,6,Forb_live,control,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.2310553431398362,0.1901760993347012,0.040879243805134954,0.14109450801544066,NA,150.36767450474997,0.3,0,0,0,0,2.2,0,25,0,0,0,9.1,0
2014,6,Forb_live,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5016296328606266,0.46884704073558287,0.03278259212504399,0.19548756422161012,NA,150.36767450474997,0,0,0,0,0,4.5,0,34.6,0,0,0,4.7,0
2014,6,Forb_live,patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.3442776752939836,0.217597916574372,0.1266797587196115,-0.20495673704669995,1250.5496206363637,150.36767450474997,1.92,0,0,0,0,1.3,0,31,0,0,0,2.8,0
2014,6,Forb_live,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5298988651366436,0.2951249231983929,0.23477394193825074,-18.88543300121167,1124.7192931387096,150.36767450474997,13.49,0,0,0,0,9.6,0,41.6,0,0,0,4.5,0
2014,6,Litter,control,25,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.2310553431398362,0.1901760993347012,0.040879243805134954,0.14109450801544066,NA,150.36767450474997,0.3,9.1,25,15.9,0,2.2,0,25,0,0,0,9.1,0
2014,6,Litter,plant-scale,34.6,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5016296328606266,0.46884704073558287,0.03278259212504399,0.19548756422161012,NA,150.36767450474997,0,9.1,25,25.5,9.600000000000001,4.5,0,34.6,0,0,0,4.7,0
2014,6,Litter,patch-scale,31,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.3442776752939836,0.217597916574372,0.1266797587196115,-0.20495673704669995,1250.5496206363637,150.36767450474997,1.92,9.1,25,21.9,6,1.3,0,31,0,0,0,2.8,0
2014,6,Litter,plant- & patch-scale,41.6,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5298988651366436,0.2951249231983929,0.23477394193825074,-18.88543300121167,1124.7192931387096,150.36767450474997,13.49,9.1,25,32.5,16.6,9.6,0,41.6,0,0,0,4.5,0
2014,6,Perennial Grasses - Alive,control,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.2310553431398362,0.1901760993347012,0.040879243805134954,0.14109450801544066,NA,150.36767450474997,0.3,0,0,0,0,2.2,0,25,0,0,0,9.1,0
2014,6,Perennial Grasses - Alive,plant-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5016296328606266,0.46884704073558287,0.03278259212504399,0.19548756422161012,NA,150.36767450474997,0,0,0,0,0,4.5,0,34.6,0,0,0,4.7,0
2014,6,Perennial Grasses - Alive,patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.3442776752939836,0.217597916574372,0.1266797587196115,-0.20495673704669995,1250.5496206363637,150.36767450474997,1.92,0,0,0,0,1.3,0,31,0,0,0,2.8,0
2014,6,Perennial Grasses - Alive,plant- & patch-scale,0,26.3144,0,10.8966,3.8608,23.8252,8,0.42,0.338473233,0.656531654,0.004995113,0.5298988651366436,0.2951249231983929,0.23477394193825074,-18.88543300121167,1124.7192931387096,150.36767450474997,13.49,0,0,0,0,9.6,0,41.6,0,0,0,4.5,0
2014,7,Annual Grasses,control,15,25.4762,0,14.9352,6.5024,22.8854,1,0.595,0.084163156,0.902719265,0.013117579,6.926458305648696,0.3052347790901859,6.621223526558509,-6.7346109402046945,NA,77.94353524437497,1.8,0,15,15,0,15,0,36.1,0,0,0,11.2,0
